countryc,year,gov,trade,start,tor,bmp,priv,school,lgdp,growth,pi
MEX,1998,7.903049,63.17966,3509.857,0.2793146,,0.1639237,6.366,3412.407,0.0281572,0.1477991
MYS,1975,17.70632,86.82101,1750.033,,0,0.2533576,3.705,,,
MYS,1976,15.43208,89.2722,1907.752,,-1.97,0.2404708,3.705,1750.033,0.0862914,0.0259963
MYS,1977,16.78903,88.87145,2009.014,,0.42,0.25373,3.705,1907.752,0.0517181,0.0467712
MYS,1978,16.07454,92.54606,2093.957,0.3007076,-0.45,0.271857,3.705,2009.014,0.0414114,0.0474567
MYS,1979,13.94753,103.1535,2237.289,0.1279656,-0.91,0.2803403,3.705,2093.957,0.0662094,0.0358928
MYS,1980,16.52848,112.5872,2347.94,0.2583437,0,0.3259058,4.489,2237.289,0.0482734,0.0646159
MYS,1981,18.09488,110.8621,2450.037,0.2575261,0.45,0.3981836,4.489,2347.94,0.0425649,0.092579
MYS,1982,18.32723,110.4939,2530.866,0.0971009,0.86,0.4340507,4.489,2450.037,0.0324585,0.0565591
MYS,1983,15.74899,108.074,2620.011,0.1852249,0.43,0.4606065,4.489,2530.866,0.0346172,0.0363728
MYS,1984,14.75929,106.6299,2748.719,0.1025365,1.65,0.4924342,4.489,2620.011,0.0479562,0.0382324
MYS,1985,15.2885,104.6831,2643.887,0.1337443,-2.203213,0.5806402,4.877,2748.719,-0.0388847,0.0034585
MYS,1986,16.93857,106.4977,2597.156,0.077671,0.77,0.6906742,4.877,2643.887,-0.0178334,0.007343
MYS,1987,15.3708,113.5699,2656.382,0.2280391,3.9,0.6388775,4.877,2597.156,0.0225484,0.002896
MYS,1988,14.30427,124.8567,2807.593,0.1260842,2.38,0.5875641,4.877,2656.382,0.0553623,0.0252439
MYS,1989,14.39656,140.3131,2975.012,0.2194263,-0.49,0.6031594,4.877,2807.593,0.0579208,0.0277436
MYS,1990,14.00939,150.6245,3164.013,0.2474649,0.3437011,0.6489255,5.541,2975.012,0.0615928,0.0258412
MYS,1991,13.68172,161.9764,3352.22,0.2014865,0.6641043,0.6889814,5.541,3164.013,0.0577819,0.0426604
MYS,1992,13.02032,152.325,3524.768,0.2732556,3.243332,0.7095361,5.541,3352.22,0.0501918,0.0465708
MYS,1993,13.07822,164.1726,3725.087,0.9507332,0.8770737,0.7028104,5.541,3524.768,0.0552756,0.0347548
MYS,1994,12.57975,184.3,3971.499,0.6046148,,0.6880577,5.541,3725.087,0.0640532,0.0365727
MYS,1995,12.63816,194.8827,4236.551,0.3581714,,0.7486259,7.65,3971.499,0.0646061,0.0516666
MYS,1996,11.45678,183.215,4487.994,0.6500161,0.6913264,0.8227048,7.65,4236.551,0.0576563,0.0342913
MYS,1997,11.14113,188.3428,4713.775,0.7226473,3.648649,0.9070843,7.65,4487.994,0.0490833,0.0262769
MYS,1998,11.22023,221.5434,4383.979,0.3054916,,0.9970685,7.65,4713.775,-0.0725324,0.0513613
NLD,1975,16.81442,93.63818,18546.23,,0,0.4182074,7.748,,,
NLD,1976,16.68395,95.7662,19342.83,0.3048962,0,0.4281616,7.748,18546.23,0.0420556,0.086705
NLD,1977,16.82863,91.19662,19673.99,0.3668919,0,0.4831383,7.748,19342.83,0.0169753,0.0627315
NLD,1978,17.17014,87.71375,20013.76,0.4046097,0,0.5493819,7.748,19673.99,0.0171228,0.0399898
NLD,1979,17.60018,96.2868,20319.56,0.3343665,0,0.6067995,7.748,20013.76,0.0151639,0.0412422
NLD,1980,17.38176,102.6575,20401.83,0.171871,0,0.6429199,7.991,20319.56,0.0040408,0.0633644
NLD,1981,17.27526,109.6119,20160.22,0.1497742,0,0.6583893,7.991,20401.83,-0.0119136,0.0653051
NLD,1982,17.32697,107.3393,19833.7,0.1973375,0,0.6547334,7.991,20160.22,-0.0163287,0.0569668
NLD,1983,17.10856,106.9498,20097.06,0.343126,0,0.646733,7.991,19833.7,0.0131913,0.0278391
NLD,1984,16.23614,114.4047,20675.89,0.3763033,0,0.6393529,7.991,20097.06,0.0283947,0.0322105
NLD,1985,15.76115,116.7998,21212.5,0.3738897,0,0.6365343,8.317,20675.89,0.0256221,0.0219956
NLD,1986,15.51638,97.60883,21677.17,0.4367143,0,0.6533301,8.317,21212.5,0.0216689,0.0009998
NLD,1987,15.88785,96.81971,21844.26,0.4622681,0,0.6899803,8.317,21677.17,0.0076787,-0.0071033
NLD,1988,15.39722,101.0815,22271.28,0.3458467,0,0.756363,8.317,21844.26,0.0193596,0.0074363
NLD,1989,14.85514,106.4914,23173.73,0.6607644,0,0.8130604,8.317,22271.28,0.0397216,0.0107635
NLD,1990,14.53489,103.6821,23959.87,0.2866195,0,0.8151181,8.614,23173.73,0.0333611,0.0242446
NLD,1991,14.48661,103.301,24312.09,0.3039408,0,0.8299038,8.614,23959.87,0.0145934,0.0308525
NLD,1992,14.66349,99.63787,24628.02,0.3350877,0,0.8385988,8.614,24312.09,0.012911,0.0313396
NLD,1993,14.82647,94.70643,24651.62,0.4235822,0,0.8715851,8.614,24628.02,0.0009577,0.0255135
NLD,1994,14.33083,95.98548,25277.18,0.7331768,,0.8918868,8.614,24651.62,0.0250593,0.02763
NLD,1995,14.33942,99.93732,25716.6,0.7742131,,0.9310352,8.962,25277.18,0.0172348,0.0190496
NLD,1996,14.03451,100.9271,26458.38,0.9190541,7.460103,1.006105,8.962,25716.6,0.0284364,0.0205514
NLD,1997,,104.8999,27225.4,0.6704714,1.088009,1.059946,8.962,26458.38,0.0285774,0.021335
NLD,1998,,,28056.89,0.7063448,,,8.962,27225.4,0.0300838,0.0196366
NOR,1975,18.66726,78.7672,19022.45,,0,0.3621649,7.712,,,
NOR,1976,19.31075,79.93233,20222.11,,0,0.3477108,7.712,19022.45,0.0611564,0.0877889
NOR,1977,19.50305,78.69983,20858.16,,0,0.3450807,7.712,20222.11,0.030969,0.0865735
NOR,1978,19.7632,72.255,21719.16,,0,0.3090226,7.712,20858.16,0.0404494,0.0783628
NOR,1979,19.26026,77.27374,22580.32,,0,0.3037186,7.712,21719.16,0.0388841,0.0465004
NOR,1980,18.72392,80.33016,23594.51,,0,0.2933322,8.284,22580.32,0.0439352,0.1034243
NOR,1981,19.04498,79.6489,23769.24,0.0306707,0,0.2985689,8.284,23594.51,0.0073784,0.1278395
NOR,1982,19.33858,78.18887,23723.48,0.0331492,0,0.3082643,8.284,23769.24,-0.0019269,0.1077062
NOR,1983,19.33433,76.31546,24457.21,0.2763003,0,0.3144664,8.284,23723.48,0.0304596,0.0807599
NOR,1984,18.43691,77.48017,25849.39,0.2589125,0,0.3366806,8.284,24457.21,0.0553619,0.0608985
NOR,1985,18.14972,78.74471,27112.86,0.2372334,0,0.3918357,8.4,25849.39,0.0477213,0.0551114
NOR,1986,19.35996,72.85357,27975.73,0.1691306,0,0.492972,8.4,27112.86,0.0313292,0.0694026
NOR,1987,20.36187,67.69511,28421.05,0.8102309,0,0.5681676,8.4,27975.73,0.0157927,0.0836602
NOR,1988,20.44338,67.40089,28240.77,0.3704906,0,0.6208919,8.4,28421.05,-0.0063634,0.0648368
NOR,1989,20.37321,73.29363,28379.43,0.6307329,0,0.6262388,8.4,28240.77,0.0048978,0.0445472
NOR,1990,20.76905,74.73463,28840.22,0.5412694,0,0.6292154,10.852,28379.43,0.0161064,0.040307
NOR,1991,21.21601,72.62284,29598.02,0.4814026,0,0.5951298,10.852,28840.22,0.0259366,0.0336349
NOR,1992,22.11434,69.54725,30388.96,0.506898,0,0.5683555,10.852,29598.02,0.0263718,0.023151
NOR,1993,21.84522,70.12579,31034.55,0.3866107,0,0.5525844,10.852,30388.96,0.0210218,0.0224607
NOR,1994,21.50576,70.58622,32553.21,0.275768,,0.5408186,10.852,31034.55,0.047775,0.0138888
NOR,1995,20.94493,70.1032,33624.24,0.6001081,,0.5452281,11.817,32553.21,0.0323711,0.0242671
NOR,1996,20.28041,72.61935,35293.83,0.7011663,0.5068651,0.5518003,11.817,33624.24,0.048461,0.0125084
NOR,1997,,75.4623,36317.61,0.746937,1.14182,0.6049034,11.817,35293.83,0.0285945,0.0254798
NOR,1998,,,36820.95,0.6922537,,0.6715297,11.817,36317.61,0.0137642,0.0223059
NZL,1975,15.59517,54.88925,14027.69,,0,0.1406759,11.002,,,
NZL,1976,14.33541,57.88928,14259.02,,0,0.1357676,11.002,14027.69,0.016357,0.1552163
NZL,1977,15.78385,56.79647,13525.32,,0,0.1534871,11.002,14259.02,-0.0528265,0.1361903
NZL,1978,16.99493,55.04187,13575.75,,0,0.1621907,11.002,13525.32,0.0037215,0.1123988
NZL,1979,16.74245,61.89754,13905.79,,0,0.169479,11.002,13575.75,0.0240201,0.1284311
NZL,1980,17.98017,62.08681,13983.42,,0,0.1741664,11.425,13905.79,0.0055674,0.1577964
NZL,1981,17.88749,62.44667,14512.91,,0,0.1727556,11.425,13983.42,0.0371663,0.1427681
NZL,1982,17.72104,62.35155,14618.23,,0,0.1837048,11.425,14512.91,0.0072308,0.1498922
NZL,1983,16.81449,61.91337,14840.34,,0,0.1811126,11.425,14618.23,0.0150795,0.0709773
NZL,1984,16.09821,70.57388,15436.71,,0,0.1830098,11.425,14840.34,0.0393991,0.0601653
NZL,1985,16.22057,64.61287,15468.32,0.1253495,0,0.2018173,11.431,15436.71,0.002046,0.1431824
NZL,1986,16.31795,55.48104,15792.98,0.1639659,0,0.2187142,11.431,15468.32,0.0207717,0.1241434
NZL,1987,16.43089,52.39779,15729.98,0.1379005,0,0.2666763,11.431,15792.98,-0.0039974,0.146186
NZL,1988,16.58766,50.62526,15603.18,0.077463,0,0.2851064,11.431,15729.98,-0.0080933,0.0618018
NZL,1989,16.57859,53.81931,15674.03,0.2258912,0,0.3488911,11.431,15603.18,0.0045304,0.0722333
NZL,1990,17.012,54.53501,15430.06,0.1710462,0,0.5573798,11.177,15674.03,-0.0156878,0.0536035
NZL,1991,16.97521,56.42813,15046.19,0.2498345,0,0.7142873,11.177,15430.06,-0.0251928,0.0165634
NZL,1992,17.00479,61.14054,15065.23,0.2128748,0,0.7666747,11.177,15046.19,0.0012643,0.0102147
NZL,1993,15.56953,59.29121,15927.93,0.3310874,0,0.7890419,11.177,15065.23,0.0556849,0.0141274
NZL,1994,14.47844,60.39364,16367.31,0.2704092,,0.7759615,11.177,15927.93,0.0272121,0.0237633
NZL,1995,14.38304,58.13058,16759.91,0.2829571,,0.8122315,11.311,16367.31,0.0237035,0.0327268
NZL,1996,14.43496,56.57197,16641.32,0.2506847,0.8123652,0.8839463,11.311,16759.91,-0.0071006,0.0169013
NZL,1997,,,16809.44,0.3816912,3.664198,0.9526144,11.311,16641.32,0.0100514,0.012032
NZL,1998,,,16691.78,0.5602458,,,11.311,16809.44,-0.0070239,0.011889
PAK,1975,10.64436,33.06522,274.0486,,16.67,0.1740636,1.621,,,
PAK,1976,10.86171,30.82976,279.2466,,13.13,0.1849288,1.621,274.0486,0.0187897,0.0691372
PAK,1977,11.16142,28.30221,281.3609,,33.33,0.2094537,1.621,279.2466,0.007543,0.0965183
PAK,1978,10.83557,27.74928,294.8222,,37.88,0.205533,1.621,281.3609,0.0467343,0.0595763
PAK,1979,10.37318,33.44848,296.8737,,23.74,0.2182277,1.621,294.8222,0.0069343,0.0794309
PAK,1980,10.03505,36.57303,317.8033,,27.27,0.2116381,1.737,296.8737,0.0681261,0.112777
PAK,1981,10.16406,35.16801,333.4411,,40.91,0.2045196,1.737,317.8033,0.0480335,0.1122559
PAK,1982,10.34122,31.32228,345.7321,,24.61,0.2063885,1.737,333.4411,0.0361979,0.0573582
PAK,1983,11.41808,34.69196,359.3218,,29.63,0.220453,1.737,345.7321,0.0385541,0.0616787
PAK,1984,12.08689,33.36263,367.4897,0.148813,11,0.2273509,1.737,359.3218,0.0224769,0.0590908
PAK,1985,12.09894,33.17075,384.92,0.1826346,-1.020609,0.2517503,1.824,367.4897,0.0463405,0.0546288
PAK,1986,12.7615,32.40673,395.4207,0.100986,0.58,0.2789607,1.824,384.92,0.0269147,0.0344634
PAK,1987,13.53447,32.8971,409.9879,0.0884601,18.62,0.275745,1.824,395.4207,0.0361774,0.0457493
PAK,1988,15.51017,33.28423,429.7756,0.0794419,9.92,0.2554267,1.824,409.9879,0.0471355,0.0846899
PAK,1989,16.78491,34.42166,439.746,0.079607,-0.56,0.2462992,1.824,429.7756,0.0229341,0.0755179
PAK,1990,15.13676,35.03458,447.843,0.087391,7.375058,0.2374368,2.292,439.746,0.0182453,0.086656
PAK,1991,14.26367,35.41965,460.4356,0.1271037,5.511159,0.2187564,2.292,447.843,0.0277303,0.1114631
PAK,1992,12.84208,37.69454,484.2156,0.1258039,8.889359,0.2175459,2.292,460.4356,0.0503574,0.0908369
PAK,1993,13.01999,38.49932,481.2733,0.1877953,8.26111,0.2348869,2.292,484.2156,-0.006095,0.0950709
PAK,1994,12.021,35.05772,487.526,0.2681943,,0.2297845,2.292,481.2733,0.0129084,0.1166106
PAK,1995,11.64276,35.82272,500.1478,0.2896843,,0.225692,2.377,487.526,0.02556,0.1163917
PAK,1996,12.37986,37.52612,510.8904,0.59093,5.91198,0.2308178,2.377,500.1478,0.0212515,0.0987026
PAK,1997,12.01069,37.2382,496.9814,1.024692,5.882783,0.2424688,2.377,510.8904,-0.0276025,0.1077374
PAK,1998,10.17358,35.77537,511.0688,1.127079,,0.2364317,2.377,496.9814,0.0279514,0.0604173
PER,1975,12.33083,32.78196,2834.685,,55.56,0.1056814,4.005,,,
PER,1976,12.21461,32.30593,2812.105,,30.46,0.0947596,4.005,2834.685,-0.0079976,0.2888042
PER,1977,14.08215,38.64208,2747.494,,11.21,0.07986,4.005,2812.105,-0.0232441,0.3224762
PER,1978,11.15203,40.76802,2682.855,,8.57,0.0657004,4.005,2747.494,-0.0238075,0.4564681
PER,1979,8.624641,46.81948,2764.543,,0.75,0.0489256,4.005,2682.855,0.0299939,0.5109909
PER,1980,10.52279,41.82306,2777.245,,-0.05,0.0554693,5.442,2764.543,0.0045839,0.4646474
PER,1981,10.23331,35.79287,2903.87,,-0.63,0.0731669,5.442,2777.245,0.0445849,0.5620882
PER,1982,11.02126,36.06747,2822.485,0.0393416,-0.07,0.0813146,5.442,2903.87,-0.0284265,0.4974255
PER,1983,11.18922,39.20398,2409.963,0.0418313,3.47,0.0911524,5.442,2822.485,-0.1580065,0.7474027
PER,1984,9.711645,34.75525,2452.235,0.0566556,3.32,0.0812927,5.442,2409.963,0.0173887,0.7429265
PER,1985,9.512486,39.42426,2452.562,0.0649482,34.69462,0.0689425,5.603,2452.235,0.0001333,0.9685034
PER,1986,9.63788,29.26853,2621.92,0.1633833,63.08,0.0584443,5.603,2452.562,0.0667735,0.5761677
PER,1987,9.972,23.68627,2785.455,0.1493677,278.79,0.0497503,5.603,2621.92,0.0605045,0.6196206
PER,1988,7.43928,29.7822,2501.502,,240,0.0404223,5.603,2785.455,-0.10752,2.037344
PER,1989,10.46431,24.64285,2167.262,,185.1,0.0296059,5.603,2501.502,-0.1434267,3.554971
PER,1990,8.201839,23.5628,2011.744,0.1735635,32.69469,0.0281,5.922,2167.262,-0.0744624,4.328318
PER,1991,5.798784,21.75308,2112.506,0.1294669,11.11111,0.0331443,5.922,2011.744,0.0488729,1.628319
PER,1992,6.645594,23.8175,2038.454,0.2076124,12.50866,0.0559331,5.922,2112.506,-0.0356832,0.5511703
PER,1993,6.623286,24.11047,2131.943,0.4421133,6.371208,0.0724585,5.922,2038.454,0.0448417,0.3959533
PER,1994,7.352248,25.5306,2371.257,0.46445,,0.0946604,5.922,2131.943,0.1063866,0.2129873
PER,1995,8.211499,27.7978,2506.696,0.3943376,,0.1206275,6.923,2371.257,0.0555453,0.1055189
PER,1996,7.96623,28.28453,2524.697,0.3128709,3.906389,0.1594917,6.923,2506.696,0.0071555,0.1091943
PER,1997,11.7074,29.4429,2659.696,0.2685815,3.440593,0.1913891,6.923,2524.697,0.0520908,0.0821531
PER,1998,11.71949,28.24767,2649.958,0.1923811,,0.2305816,6.923,2659.696,-0.0036681,0.0699726
PHL,1975,10.73708,48.1265,974.28,,13.18,0.2167928,5.465,,,
PHL,1976,10.79205,44.5745,1034.196,0.5707348,8.87,0.2217151,5.465,974.28,0.0596811,0.0880038
PHL,1977,10.28703,45.18304,1066.479,0.2052326,2.57,0.2306856,5.465,1034.196,0.0307378,0.0943896
PHL,1978,10.05554,45.60391,1096.311,0.3596645,9.76,0.2448879,5.465,1066.479,0.0275883,0.07078
PHL,1979,9.384564,48.19835,1133.055,0.2655048,6.47,0.2617196,5.465,1096.311,0.0329666,0.161552
PHL,1980,9.066294,52.0437,1166.669,0.2096105,3.29,0.2888602,6.056,1133.055,0.0292354,0.1672119
PHL,1981,8.757582,50.99788,1181.515,0.0618341,6.1,0.3021581,6.056,1166.669,0.0126449,0.1229487
PHL,1982,9.120775,46.47972,1195.393,0.0749388,7.42,0.3135805,6.056,1181.515,0.0116771,0.0859819
PHL,1983,8.277947,49.70616,1186.931,0.314776,50,0.2942341,6.056,1195.393,-0.0071035,0.0511903
PHL,1984,7.031713,49.22695,1071.24,0.1161277,1.21,0.249068,6.056,1186.931,-0.1025545,0.3830367
PHL,1985,7.609948,45.85466,967.0679,0.1501908,1.049051,0.2000086,6.532,1071.24,-0.1023032,0.2087645
PHL,1986,7.954021,48.6826,973.5905,0.4661824,2.29,0.1537365,6.532,967.0679,0.0067221,-0.0032539
PHL,1987,8.397191,52.90393,987.7473,0.6796576,8.17,0.1322246,6.532,973.5905,0.0144361,0.0299649
PHL,1988,9.03211,55.27189,1025.492,0.2610271,3.12,0.1396631,6.532,987.7473,0.0375013,0.1153786
PHL,1989,9.529048,58.78238,1059.947,0.3070726,3.61,0.1499335,6.532,1025.492,0.0330458,0.1076594
PHL,1990,10.10388,60.8001,1064.317,0.1354593,5.09862,0.1661361,7.072,1059.947,0.0041146,0.1239965
PHL,1991,9.926603,62.185,1033.984,0.1864948,5.824775,0.1757298,7.072,1064.317,-0.028914,0.1696777
PHL,1992,9.657285,63.15791,1013.77,0.2475587,6.336763,0.1850929,7.072,1033.984,-0.0197434,0.0824505
PHL,1993,10.10928,71.16647,1011.571,0.2549172,1.279016,0.2246625,7.072,1013.77,-0.0021715,0.0665514
PHL,1994,10.79642,73.95956,1031.828,0.2944939,,0.2632929,7.072,1011.571,0.0198271,0.0803065
PHL,1995,11.38775,80.53854,1055.425,0.2585929,,0.3183811,7.334,1031.828,0.0226116,0.0772697
PHL,1996,11.86405,89.80917,1091.766,0.3610605,7.100218,0.4134937,7.334,1055.425,0.0338538,0.0862657
PHL,1997,12.89222,108.4028,1122.783,0.3429558,9.258235,0.5021893,7.334,1091.766,0.0280135,0.0577393
PHL,1998,,123.672,1093.424,0.3078689,,0.5049459,7.334,1122.783,-0.0264966,0.0926231
PRT,1975,13.83562,48.22217,6024.434,,42.34,0.7515786,2.785,,,
PRT,1976,12.69352,43.77534,6259.768,,7.61,0.7641469,2.785,6024.434,0.0383197,0.16763
PRT,1977,12.97242,47.03732,6540.563,,13.15,0.7557414,2.785,6259.768,0.0438802,0.2399351
PRT,1978,12.8743,47.7536,6652.275,0.0016792,4.33,0.7200993,2.785,6540.563,0.0169356,0.2045901
PRT,1979,12.80012,58.92996,6952.472,0.0032699,6.67,0.7291179,2.785,6652.275,0.0441383,0.2120881
PRT,1980,13.43589,62.97908,7193.364,0.0138155,1.62,0.7602882,3.272,6952.472,0.0340617,0.1537614
PRT,1981,13.90709,64.51057,7246.688,0.0125383,9.58,0.8122491,3.272,7193.364,0.0073856,0.1826614
PRT,1982,13.79289,64.73094,7356.251,0.0068487,14.53,0.8367029,3.272,7246.688,0.015006,0.2048183
PRT,1983,13.98701,68.44718,7311.797,0.0140361,7.27,0.8410289,3.272,7356.251,-0.0060614,0.223988
PRT,1984,13.88621,74.85384,7149.557,0.0398828,6.45,0.864122,3.272,7311.797,-0.0224387,0.2569653
PRT,1985,14.34273,71.50999,7333.831,0.0401723,-1.346871,0.799708,3.569,7149.557,0.0254477,0.1767634
PRT,1986,14.19255,62.80074,7638.055,0.0733874,2.66,0.604485,3.569,7333.831,0.040645,0.1103383
PRT,1987,14.01302,69.23901,8139.047,0.3187321,16.27,0.5630873,3.569,7638.055,0.0635301,0.089861
PRT,1988,14.55083,73.42918,8771.408,0.1479193,12.73,0.5175255,3.569,8139.047,0.0748243,0.0914848
PRT,1989,15.05873,75.04156,9250.701,0.2278993,4.78,0.4963142,3.569,8771.408,0.053202,0.1187733
PRT,1990,15.54489,75.17776,9695.653,0.165022,1.539757,0.4791172,4.334,9250.701,0.0469783,0.1254876
PRT,1991,17.24227,69.90812,9949.756,0.3151505,2.659847,0.50397,4.334,9695.653,0.0258703,0.1075165
PRT,1992,17.3077,65.14238,10202.19,0.3492065,4.939826,0.5516974,4.334,9949.756,0.0250546,0.0856424
PRT,1993,17.904,62.4486,10074.74,0.4392376,2.6534,0.6010923,4.334,10202.19,-0.0125716,0.0657902
PRT,1994,17.58407,65.60558,10278.63,0.3643923,,0.612568,4.334,10074.74,0.0200363,0.0480328
PRT,1995,17.67013,68.57446,10544.96,,,0.6536775,4.541,10278.63,0.0255804,0.0404041
PRT,1996,18.14382,69.22168,10876.87,,2.267821,0.7253969,4.541,10544.96,0.0309911,0.0307299
PRT,1997,,71.5497,11259.5,0.6695638,2.246051,0.8056993,4.541,10876.87,0.0345732,0.0213672
PRT,1998,,,11691.56,0.9592636,,,4.541,11259.5,0.0376554,0.0273738
